commit_id,module,message,la,ld,ns,nd,nf,entropy,lt,fix,ndev,age,nuc,exp,rexp,sexp,label,commit_time
C140,module_13,Refactor module_13; la=16 ld=9 bugfix=0,16,9,2,1,1,0.43900535625738,1169,0,1,24.425936208997925,7,1.0692220690270076,0.3986004193523014,0.4553766435614368,0,1702537760
C141,module_13,Refactor module_13; la=14 ld=28 bugfix=0,14,28,3,2,3,0.2635098855587125,900,0,6,20.509243808935402,3,0.8228311292660129,1.665846155223936,1.005020113880213,0,1702541360
C142,module_13,Refactor module_13; la=55 ld=25 bugfix=1,55,25,1,1,2,0.28191054948990446,990,1,4,15.63779866312396,2,4.829283737834123,0.8441546483659464,0.784143223128996,0,1702544960
C143,module_13,Refactor module_13; la=67 ld=35 bugfix=1,67,35,3,2,2,0.9554860897112196,1092,1,4,26.41480768103218,9,1.3600925254113507,2.897933334225753,2.127742399551205,0,1702548560
C144,module_13,Refactor module_13; la=27 ld=23 bugfix=0,27,23,2,1,2,0.4130601052553732,911,0,7,15.133758127158625,9,2.3921306190949525,2.4916887718719094,1.4792415539335622,0,1702552160
C145,module_13,Refactor module_13; la=52 ld=37 bugfix=0,52,37,2,2,4,0.44592061158091156,926,0,6,15.117164177193652,3,2.7750542279726993,1.1633691103476633,2.669937230941231,0,1702555760
C146,module_14,Refactor module_14; la=1 ld=35 bugfix=0,1,35,2,1,2,1.053487178406452,1051,0,5,29.79462143852193,5,1.0821419615129404,1.2736966403927883,2.011735709996502,0,1704238332
C147,module_14,Refactor module_14; la=22 ld=60 bugfix=0,22,60,3,2,2,0.4925501494895746,860,0,2,16.50081130345024,6,3.8138968526380665,3.385602979298841,2.769998484998947,0,1704241932
C148,module_14,Refactor module_14; la=52 ld=80 bugfix=0,52,80,4,3,1,0.3233600737689751,1037,0,3,13.852220509980773,10,1.4679540455604836,1.4270995662871386,1.7044446476624682,0,1704245532
C149,module_14,Refactor module_14; la=37 ld=24 bugfix=0,37,24,3,1,1,0.6368075826234763,616,0,5,26.23094630441539,5,0.9412683977042988,2.3471636960385793,0.45988788141968806,0,1704249132
C150,module_14,Refactor module_14; la=11 ld=21 bugfix=0,11,21,2,1,2,0.41078612430823325,1095,0,2,6.3406011616771405,1,2.4360997668002335,1.0744949432983704,1.1721955280635143,1,1704252732
C151,module_14,Refactor module_14; la=79 ld=4 bugfix=0,79,4,1,3,3,0.3510034122548717,611,0,2,3.61193684505556,5,4.324835849193689,0.9771238941999125,1.3009367917351546,0,1704256332
C152,module_14,Refactor module_14; la=25 ld=29 bugfix=0,25,29,4,1,3,0.29633689352774834,831,0,2,5.168980723417249,6,3.4933089922440232,1.3443165561737962,1.2701131587332164,0,1704259932
C153,module_14,Refactor module_14; la=58 ld=46 bugfix=0,58,46,5,1,1,0.6537931743147491,1046,0,3,20.411308382180405,3,1.3841990179774777,1.6075113208421217,2.195938684822258,1,1704263532
C154,module_14,Refactor module_14; la=7 ld=4 bugfix=0,7,4,1,1,1,0.3594490080357592,568,0,6,21.619475894305168,6,1.308460579128743,0.9801208120523746,1.5277464699519494,0,1704267132
C155,module_14,Refactor module_14; la=40 ld=10 bugfix=0,40,10,3,2,1,0.8633053992280211,536,0,3,13.997023325565916,5,2.1606575450142076,2.51755049215644,2.5777362362747445,0,1704270732
C156,module_14,Refactor module_14; la=22 ld=45 bugfix=0,22,45,2,3,4,0.47558322240572165,143,0,6,20.530767870252447,6,3.5130025339322586,2.0813441270981063,2.4177251874511363,0,1704274332
C157,module_14,Refactor module_14; la=48 ld=48 bugfix=1,48,48,2,1,3,0.5432409352645376,1042,1,2,15.109828925824013,10,2.8328601114191363,0.5537677916765507,0.9847555434238453,1,1704277932
C158,module_14,Refactor module_14; la=53 ld=25 bugfix=0,53,25,1,3,2,0.4859974282374399,689,0,2,26.482564245159885,7,2.367022888231025,1.6746177664027144,1.0250319632858218,0,1704281532
C159,module_14,Refactor module_14; la=0 ld=42 bugfix=0,0,42,3,2,2,0.4358919243324904,1037,0,3,11.881086877446002,12,0.6024641230681489,2.0997457251549587,0.47911042762371725,0,1704285132
C160,module_15,Refactor module_15; la=49 ld=22 bugfix=0,49,22,1,2,3,0.7980248684593144,908,0,6,31.823835853400983,9,0.5876935966552983,1.7416138238579062,1.6395161442914286,0,1702464188
C161,module_15,Refactor module_15; la=96 ld=42 bugfix=0,96,42,4,2,1,0.5762542780161951,556,0,6,28.723423428665182,3,3.4519982068307966,1.3956480292727749,1.5398085744904306,0,1702467788
C162,module_15,Refactor module_15; la=42 ld=58 bugfix=0,42,58,3,2,1,0.9317318021409668,941,0,1,6.772979769208989,9,2.4303366774389072,0.7965356817947113,2.2382899289838187,0,1702471388
C163,module_15,Refactor module_15; la=37 ld=34 bugfix=0,37,34,4,1,1,0.4607003159203785,1049,0,1,23.237209270437923,4,1.4116609806195752,0.728172482328199,0.5210206856480178,0,1702474988
C164,module_15,Refactor module_15; la=20 ld=63 bugfix=0,20,63,2,1,3,0.5422920304727834,635,0,6,29.66202819625682,3,1.9363492848813377,1.6081881932010877,0.2137598894834024,0,1702478588
C165,module_15,Refactor module_15; la=68 ld=54 bugfix=0,68,54,2,1,2,0.3829623102145977,977,0,2,5.431632871203535,10,1.7653677812850521,3.468424912677973,0.6863637392850899,0,1702482188
C166,module_15,Refactor module_15; la=13 ld=7 bugfix=0,13,7,4,1,1,0.38281635790968305,881,0,3,19.498153265565342,2,0.9498739555311666,1.0831405996817618,0.22881543422627826,1,1702485788
C167,module_15,Refactor module_15; la=30 ld=24 bugfix=0,30,24,2,1,2,0.7871956249603551,661,0,3,18.654873450385047,10,2.7629893145271485,0.6280974465716169,1.6539956314469588,0,1702489388
C168,module_15,Refactor module_15; la=64 ld=16 bugfix=0,64,16,1,2,1,0.45204579742128165,1187,0,1,4.679677548384225,5,1.4514248215306862,3.178963658035305,2.1543483290916976,0,1702492988
C169,module_15,Refactor module_15; la=49 ld=12 bugfix=0,49,12,3,1,2,0.7372285004237662,864,0,4,13.615183701006728,6,1.8299690032402895,1.4392462643316108,1.9065325128978274,0,1702496588
C170,module_15,Refactor module_15; la=36 ld=31 bugfix=0,36,31,3,2,3,0.2827930893931705,853,0,1,16.796466807800535,4,1.4439344232903426,0.41423099614269354,1.0304492842995558,1,1702500188
